# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE
6109	Atsi	light (a light)	1170	ta̱p⁵⁵	ˀt a p ⁵⁵	i n c t
7775	Maru	light (a light)	1170	tɛ̱ʔ⁵⁵	ˀt ɛ ʔ ⁵⁵	i n c t
9480	Bola	light (a light)	1170	tɛ̱ʔ⁵⁵	ˀt ɛ ʔ ⁵⁵	i n c t
#
927	Rangoon	light (weight)	924	pɔ⁵³	p ɔ ⁵³	i n t
2684	Achang_Longchuan	light (weight)	924	ʑaŋ⁵⁵	ʑ a ŋ ⁵⁵	i n c t
4240	Xiandao	light (weight)	924	jaŋ⁵⁵	/ʔ j a ŋ ⁵⁵	i m n c t
5859	Atsi	light (weight)	924	som²¹	s o m ²¹	i n c t
7558	Maru	light (weight)	924	sum³⁵	s u m ³⁵	i n c t
9239	Bola	light (weight)	924	sø̃³⁵	s ø̃ ∼ ³⁵	i n c t
10883	Lashi	light (weight)	924	suːm⁵⁵	s uː m ⁵⁵	i n c t
#
500	Rangoon	light / lamp	498	shi²²mi⁵⁵	sʰ i ²² + m i ⁵⁵	i n t + i n t
2288	Achang_Longchuan	light / lamp	498	tam³¹phai⁵⁵	t a m ³¹ + pʰ ai ⁵⁵	i n c t + i n t
3909	Xiandao	light / lamp	498	khɔt⁵⁵	kh ɔ t ⁵⁵	i n c t
5430	Atsi	light / lamp	498	tshu⁵¹ tin⁵⁵	tsʰ u ⁵¹ + t i n ⁵⁵	i n t + i n c t
7171	Maru	light / lamp	498	mjĭ³⁵a̱uk⁵⁵	m j ĭ ³⁵ + ˀ/ʔ au k ⁵⁵	i m n t + i n c t
8819	Bola	light / lamp	498	tin³⁵	t i n ³⁵	i n c t
10514	Lashi	light / lamp	498	mji³³kɔ̱k⁵⁵	m j i ³³ + ˀk ɔ k ⁵⁵	i m n t + i n c t
#
1504	Rangoon	lightning	1493	ɬjɑʔ⁴pjɛʔ⁴	ɬ j ɑ ʔ ⁴ + p j ɛ ʔ ⁴	i m n c t + i m n c t
3216	Achang_Longchuan	lightning	1493	tshă³¹pjik⁵⁵pjik⁵⁵	tsʰ ă ³¹ + p j i k ⁵⁵ + p j i k ⁵⁵	i n t + i m n c t + i m n c t
4691	Xiandao	lightning	1493	l̥ɛp⁵⁵pɯk⁵⁵	l̥ ɛ p ⁵⁵ + p ɯ k ⁵⁵	i n c t + i n c t
6437	Atsi	lightning	1493	la̱p⁵⁵tʃhik⁵⁵	ˀl a p ⁵⁵ + tʃʰ i k ⁵⁵	i n c t + i n c t
8074	Maru	lightning	1493	lɛ̱ʔ⁵⁵tʃhat⁵⁵	ˀl ɛ ʔ ⁵⁵ + tʃh a t ⁵⁵	i n c t + i n c t
9799	Bola	lightning	1493	lɛ̱p⁵⁵tʃhak⁵⁵	ˀl ɛ p ⁵⁵ + tʃh a k ⁵⁵	i n c t + i n c t
11367	Lashi	lightning	1493	la̱p⁵⁵tʃhɔːk⁵⁵	ˀl a p ⁵⁵ + tʃh ɔː k ⁵⁵	i n c t + i n c t
#
1033	Rangoon	like (to eat)	1029	tɕɑiʔ⁴	tɕ ɑi ʔ ⁴	i n c t
2785	Achang_Longchuan	like (to eat)	1029	tsen⁵⁵	ts e n ⁵⁵	i n c t
4323	Xiandao	like (to eat)	1029	lau³⁵	l au ³⁵	i n t
5967	Atsi	like (to eat)	1029	nau⁵¹	n a u ⁵¹	i n N t
7650	Maru	like (to eat)	1029	nuk³¹	n u k ³¹	i n c t
9344	Bola	like (to eat)	1029	mak³¹	m a k ³¹	i n c t
10970	Lashi	like (to eat)	1029	naːu³¹	n aːu ³¹	i n t
#
1610	Rangoon	like / love	1595	tɕɑiʔ⁴	tɕ ɑi ʔ ⁴	i n c t
3319	Achang_Longchuan	like / love	1595	se⁵⁵	s e ⁵⁵	i n t
4787	Xiandao	like / love	1595	sɛ⁵⁵	s ɛ ⁵⁵	i n t
6545	Atsi	like / love	1595	kĕ²¹pu⁵⁵	k ĕ ²¹ + p u ⁵⁵	i n t + i n t
8179	Maru	like / love	1595	ŋɔi³¹	ŋ ɔi ³¹	i n t
9906	Bola	like / love	1595	ŋø⁵⁵	ŋ ø ⁵⁵	i n t
11460	Lashi	like / love	1595	ŋəː⁵⁵	ŋ əː ⁵⁵	i n t
#
1747	Rangoon	line (of wheat)	1730	tɕɑ̃u⁵⁵	tɕ ɑ̃ u ∼ ⁵⁵	i n N c t
3446	Achang_Longchuan	line (of wheat)	1730	xʐua⁵⁵	x ʐ ua ⁵⁵	i m n t
6683	Atsi	line (of wheat)	1730	jan⁵⁵	/ʔ j a n ⁵⁵	i m n c t
8314	Maru	line (of wheat)	1730	jan³⁵	/ʔ j a n ³⁵	i m n c t
10040	Bola	line (of wheat)	1730	jan³⁵	/ʔ j a n ³⁵	i m n c t
11572	Lashi	line (of wheat)	1730	jan⁵⁵	/ʔ j a n ⁵⁵	i m n c t
#
1440	Rangoon	line up	1429	si²²	s i ²²	i n t
3153	Achang_Longchuan	line up	1429	phaiʔ³¹	pʰ ai ʔ ³¹	i n c t
4635	Xiandao	line up	1429	jap⁵⁵	/ʔ j a p ⁵⁵	i m n c t
6372	Atsi	line up	1429	jap²¹ jan⁵⁵	/ʔ j a p ²¹ + /ʔ j a n ⁵⁵	i m n c t + i m n c t
8011	Maru	line up	1429	phai³¹	ph ai ³¹	i n t
9735	Bola	line up	1429	tʃɔ̃⁵⁵	tʃ ɔ̃ ∼ ⁵⁵	i n c t
12103	Old_Burmese	line up	1429	ci	tɕ i ²²	i n t
#
290	Rangoon	lion	288	tɕhĩ²²tθe⁵³	tɕʰ ĩ ∼ ²² + tθ e ⁵³	i n c t + i n t
2100	Achang_Longchuan	lion	288	xaŋ³¹si³¹	x a ŋ ³¹ + s i ³¹	i n c t + i n t
5225	Atsi	lion	288	khaŋ²¹khji²¹	kʰ a ŋ ²¹ + kʰ j i ²¹	i n c t + i m n t
8622	Bola	lion	288	khaŋ³¹khji³¹	kh a ŋ ³¹ + khj i ³¹	i n c t + i n t
10340	Lashi	lion	288	kə̱ŋ⁵⁵	ˀk ə ŋ ⁵⁵	i n c t
#
84	Rangoon	lip	84	n̥oʔ⁴khɑ̃⁵⁵	n̥ o ʔ ⁴ + kʰ ɑ̃ ∼ ⁵⁵	i n c t + i n c t
1909	Achang_Longchuan	lip	84	ȵ̥ot⁵⁵tuŋ⁵⁵	ȵ̥ o t ⁵⁵ + t u ŋ ⁵⁵	i n c t + i n c t
3568	Xiandao	lip	84	n̥ut⁵⁵ʐɿ⁵⁵	n̥ u t ⁵⁵ + ʐ ɿ ⁵⁵	i n c t + i n t
5020	Atsi	lip	84	nu̱t⁵⁵ku̱ʔ⁵⁵	ˀn u t ⁵⁵ + ˀk u ʔ ⁵⁵	i n c t + i n c t
6802	Maru	lip	84	na̱t⁵⁵ka̱uk⁵⁵	ˀn a t ⁵⁵ + ˀk au k ⁵⁵	i n c t + i n c t
8431	Bola	lip	84	nɔ̱t⁵⁵ka̱uʔ⁵⁵	ˀn ɔ t ⁵⁵ + ˀk au ʔ ⁵⁵	i n c t + i n c t
10159	Lashi	lip	84	nua̱t⁵⁵ku̱k⁵⁵	ˀn u a t ⁵⁵ + ˀk u k ⁵⁵	i m n c t + i n c t
11818	Old_Burmese	lip	84	nhut	n̥ u t ⁴	i n c t
#
1577	Rangoon	listen	1563	nɑ⁵⁵thɑ̃u²²	/ʔ n ɑ ⁵⁵ + tʰ ɑ̃ u ∼ ²²	i m n t + i n N c t
3289	Achang_Longchuan	listen	1563	kʐua³¹	k ʐ ua ³¹	i m n t
4759	Xiandao	listen	1563	kʐɔ³¹	kʐ ɔ ³¹	i n t
6512	Atsi	listen	1563	kjo²¹	k j o ²¹	i m n t
8148	Maru	listen	1563	kjɔ³⁵	k j ɔ ³⁵	i m n t
9874	Bola	listen	1563	kja³¹	k j a ³¹	i m n t
11433	Lashi	listen	1563	kjɔː³³	k j ɔː ³³	i m n t
12020	Old_Burmese	listen	1563	naḥ◦tho₂ṅ	n a ⁵⁵ + th ʊ ŋ ²²	i n t + i n c t
12021	Old_Burmese	listen	1563	na	n a ²²	i n t
#
820	Rangoon	liter	817	pji²²	p j i ²²	i m n t
2576	Achang_Longchuan	liter	817	tʂhəŋ³¹	tʂʰ ə ŋ ³¹	i n c t
4144	Xiandao	liter	817	tʂhɯŋ³¹	tʂh ɯ ŋ ³¹	i n c t
5748	Atsi	liter	817	ʃiŋ²¹	ʃ i ŋ ²¹	i n c t
7451	Maru	liter	817	ʃiŋ³¹	ʃ i ŋ ³¹	i n c t
9132	Bola	liter	817	ʃɔn³¹	ʃ ɔ n ³¹	i n c t
10780	Lashi	liter	817	ʃɛ̱n⁵⁵	ˀʃ ɛ n ⁵⁵	i n c t
#
1352	Rangoon	live / reside	1343	ne²²	n e ²²	i n t
3072	Achang_Longchuan	live / reside	1343	ȵɔʔ⁵⁵	ȵ ɔ ʔ ⁵⁵	i n c t
4560	Xiandao	live / reside	1343	nai⁵⁵	n ai ⁵⁵	i n t
6285	Atsi	live / reside	1343	ŋji⁵¹	ŋ j i ⁵¹	i m n t
7929	Maru	live / reside	1343	na³¹	n a ³¹	i n t
9648	Bola	live / reside	1343	ŋji⁵⁵	ŋ j i ⁵⁵	i m n t
11229	Lashi	live / reside	1343	luːŋ⁵⁵	l uː ŋ ⁵⁵	i n c t
#
143	Rangoon	liver	143	ɑ⁵³tθɛ⁵⁵	/ʔ ɑ ⁵³ + tθ ɛ ⁵⁵	i n t + i n t
1964	Achang_Longchuan	liver	143	a³¹ʂəŋ³¹	/ʔ a ³¹ + ʂ ə ŋ ³¹	i n t + i n c t
3620	Xiandao	liver	143	a³¹ʂɯŋ³¹	/ʔ a ³¹ + ʂ ɯ ŋ ³¹	i n t + i n c t
5077	Atsi	liver	143	siŋ²¹	s i ŋ ²¹	i n c t
6851	Maru	liver	143	saŋ³⁵	s a ŋ ³⁵	i n c t
8484	Bola	liver	143	saŋ³⁵	s a ŋ ³⁵	i n c t
10208	Lashi	liver	143	səŋ⁵⁵	s ə ŋ ⁵⁵	i n c t
11689	Old_Burmese	liver	143	sañḥ	s a ɲ ⁵⁵	i n c t
#
246	Rangoon	livestock / animal (domestic)	246	ti⁵³reʔ⁴shɑ̃²²	t i ⁵³ + r e ʔ ⁴ + sʰ ɑ̃ ∼ ²²	i n t + i n c t + i n c t
2059	Achang_Longchuan	livestock / animal (domestic)	246	n̥o³¹m̥ʐaŋ³¹	n̥ o ³¹ + m̥ ʐ a ŋ ³¹	i n t + i m n c t
5181	Atsi	livestock / animal (domestic)	246	no²¹mjaŋ²¹	n o ²¹ + m j a ŋ ²¹	i n t + i m n c t
6948	Maru	livestock / animal (domestic)	246	nŭŋ³⁵mjɔ̃³⁵	n ŭ ŋ ³⁵ + m j ɔ̃ ∼ ³⁵	i n c t + i m n c t
#
994	Rangoon	living (adj.)	990	ɑ⁵³ɕĩ²²	/ʔ ɑ ⁵³ + ɕ ĩ ∼ ²²	i n t + i n c t
5927	Atsi	living (adj.)	990	tui⁵¹e⁵⁵	t u i ⁵¹ + /ʔ e ⁵⁵	i m n t + i n t
7622	Maru	living (adj.)	990	tɔi³¹kau³⁵	t ɔi ³¹ + k au ³⁵	i n t + i n t
9306	Bola	living (adj.)	990	a³¹tui⁵⁵	/ʔ a ³¹ + t ui ⁵⁵	i n t + i n t
10942	Lashi	living (adj.)	990	tə³¹tsə⁵⁵	t ə ³¹ + ts ə ⁵⁵	i n t + i n t
11828	Old_Burmese	living (adj.)	990	hiyʔ	h ə j ⁵³	i n c t
#
1727	Rangoon	lizard	1710	phuʔ⁴	pʰ u ʔ ⁴	i n c t
3426	Achang_Longchuan	lizard	1710	mʐui⁵⁵tɕhiŋ⁵¹	m ʐ ui ⁵⁵ + tɕʰ i ŋ ⁵¹	i m n t + i n c t
4883	Xiandao	lizard	1710	tshi³¹lit³⁵	tsh i ³¹ + l i t ³⁵	i n t + i n c t
6662	Atsi	lizard	1710	tʃi²¹ʃup⁵⁵	tʃ i ²¹ + ʃ u p ⁵⁵	i n t + i n c t
8293	Maru	lizard	1710	tʃɔ̃³¹kjauŋ³¹	tʃ ɔ̃ ∼ ³¹ + k j au ŋ ³¹	i n c t + i m n c t
10020	Bola	lizard	1710	sum³¹ku̱⁵⁵	s u m ³¹ + ˀk u ⁵⁵	i n c t + i n t
11553	Lashi	lizard	1710	tsaŋ³¹kjuŋ³¹	ts a ŋ ³¹ + k j u ŋ ³¹	i n c t + i m n c t
#
809	Rangoon	load (of firewood) on the back	806	po⁵⁵	p o ⁵⁵	i n t
2563	Achang_Longchuan	load (of firewood) on the back	806	kun⁵¹	k u n ⁵¹	i n c t
4131	Xiandao	load (of firewood) on the back	806	on⁵⁵	/ʔ o n ⁵⁵	i n c t
5735	Atsi	load (of firewood) on the back	806	vun⁵¹	v u n ⁵¹	i n c t
6722	Atsi	load (of firewood) on the back	806	lan⁵⁵	l a n ⁵⁵	i n c t
7439	Maru	load (of firewood) on the back	806	vuŋ³¹	v u ŋ ³¹	i n c t
9119	Bola	load (of firewood) on the back	806	tʃam³⁵	tʃ a m ³⁵	i n c t
#
1758	Rangoon	load of cupped-hands	1741	lɛʔ⁴khoʔ⁴	l ɛ ʔ ⁴ + kʰ o ʔ ⁴	i n c t + i n c t
3457	Achang_Longchuan	load of cupped-hands	1741	op⁵⁵	/ʔ o p ⁵⁵	i n c t
4913	Xiandao	load of cupped-hands	1741	op⁵⁵	/ʔ o p ⁵⁵	i n c t
6694	Atsi	load of cupped-hands	1741	kjon⁵⁵	k j o n ⁵⁵	i m n c t
8325	Maru	load of cupped-hands	1741	ʃik⁵⁵lɔʔ³¹tsa̱p⁵⁵	ʃ i k ⁵⁵ + l ɔ ʔ ³¹ + ˀts a p ⁵⁵	i n c t + i n c t + i n c t
10051	Bola	load of cupped-hands	1741	ŋø̱ʔ⁵⁵	ˀŋ ø ʔ ⁵⁵	i n c t
#
811	Rangoon	load on an animal's back	808	tĩ²²shɑ̃u²²	t ĩ ∼ ²² + sʰ ɑ̃ u ∼ ²²	i n c t + i n N c t
2565	Achang_Longchuan	load on an animal's back	808	laŋ³¹	l a ŋ ³¹	i n c t
4133	Xiandao	load on an animal's back	808	l̥aŋ³¹	l̥ a ŋ ³¹	i n c t
5737	Atsi	load on an animal's back	808	to⁵⁵	t o ⁵⁵	i n t
7441	Maru	load on an animal's back	808	tɔ³⁵	t ɔ ³⁵	i n t
9121	Bola	load on an animal's back	808	tɔ³⁵	t ɔ ³⁵	i n t
10769	Lashi	load on an animal's back	808	khji⁵³	kh j i ⁵³	i m n t
#
549	Rangoon	lock	547	tθɔ⁵³khɑ⁵³lɑuʔ⁴	tθ ɔ ⁵³ + kʰ ɑ ⁵³ + l ɑ u ʔ ⁴	i n t + i n t + i n N c t
2336	Achang_Longchuan	lock	547	so⁵⁵	s o ⁵⁵	i n t
3946	Xiandao	lock	547	sɔ⁵⁵	s ɔ ⁵⁵	i n t
5479	Atsi	lock	547	tsoʔ²¹	ts o ʔ ²¹	i n c t
7216	Maru	lock	547	kham³⁵sɔ³¹	kh a m ³⁵ + s ɔ ³¹	i n c t + i n t
8868	Bola	lock	547	kham³⁵sa³⁵	kh a m ³⁵ + s a ³⁵	i n c t + i n t
10556	Lashi	lock	547	khɔm⁵⁵so⁵⁵	kh ɔ m ⁵⁵ + s o ⁵⁵	i n c t + i n t
#
1552	Rangoon	lock (the door)	1539	tθɔ⁵³khɑʔ⁴	tθ ɔ ⁵³ + kʰ ɑ ʔ ⁴	i n t + i n c t
3264	Achang_Longchuan	lock (the door)	1539	so⁵⁵	s o ⁵⁵	i n t
4734	Xiandao	lock (the door)	1539	khɤu³⁵	kh ɤu ³⁵	i n t
6487	Atsi	lock (the door)	1539	tsoʔ²¹to̱²¹	ts o ʔ ²¹ + ˀt o ²¹	i n c t + i n t
8123	Maru	lock (the door)	1539	sɔ³⁵	s ɔ ³⁵	i n t
9849	Bola	lock (the door)	1539	sa³⁵	s a ³⁵	i n t
11411	Lashi	lock (the door)	1539	sɔː⁵⁵	s ɔː ⁵⁵	i n t
#
1729	Rangoon	locust	1712	tɕɑ̃i⁵⁵ (n̥ɑ̃²²kɑ̃u²²)	tɕ ɑ̃ i ∼ ⁵⁵ + /ʔ � n̥ ɑ̃ ∼ ²² + k ɑ̃ u ∼ ²² + /ʔ �	i n N c t + i � i n c t + i n N c t + i �
3428	Achang_Longchuan	locust	1712	ti⁵¹ten⁵⁵	t i ⁵¹ + t e n ⁵⁵	i n t + i n c t
4885	Xiandao	locust	1712	caŋ³¹kɤt³⁵	c a ŋ ³¹ + k ɤ t ³⁵	i n c t + i n c t
6664	Atsi	locust	1712	tiŋ²¹kam⁵⁵	t i ŋ ²¹ + k a m ⁵⁵	i n c t + i n c t
8295	Maru	locust	1712	tʃiŋ³¹khjak⁵⁵	tʃ i ŋ ³¹ + kh j a k ⁵⁵	i n c t + i m n c t
10022	Bola	locust	1712	tʃɔ̱n⁵⁵khjak⁵⁵	ˀtʃ ɔ n ⁵⁵ + khj a k ⁵⁵	i n c t + i n c t
#
888	Rangoon	long	885	ɕe²²	ɕ e ²²	i n t
2643	Achang_Longchuan	long	885	səŋ⁵⁵	s ə ŋ ⁵⁵	i n c t
4204	Xiandao	long	885	sɤŋ⁵⁵	s ɤ ŋ ⁵⁵	i n c t
5818	Atsi	long	885	xiŋ⁵¹	x i ŋ ⁵¹	i n c t
7519	Maru	long	885	xaŋ³¹	x a ŋ ³¹	i n c t
9199	Bola	long	885	xaŋ⁵⁵	x a ŋ ⁵⁵	i n c t
10847	Lashi	long	885	ʃə̱ːŋ³³	ˀʃ əː ŋ ³³	i n c t
11690	Old_Burmese	long	885	rhañ	r̥ a ɲ ²²	i n c t
#
1488	Rangoon	look at and distinguish (characters)	1477	sɑ²²tθĩ²²	s ɑ ²² + tθ ĩ ∼ ²²	i n t + i n c t
3199	Achang_Longchuan	look at and distinguish (characters)	1477	sa³⁵	s a ³⁵	i n t
6420	Atsi	look at and distinguish (characters)	1477	moʔ⁵⁵	m o ʔ ⁵⁵	i n c t
8058	Maru	look at and distinguish (characters)	1477	vu⁵⁵	v u ⁵⁵	i n t
9782	Bola	look at and distinguish (characters)	1477	mə̆³¹tsə̱ŋ³⁵	m ə̆ ³¹ + ˀts ə ŋ ³⁵	i n t + i n c t
11351	Lashi	look at and distinguish (characters)	1477	mɔ̱ːʔ⁵⁵	ˀm ɔː ʔ ⁵⁵	i n c t
#
1625	Rangoon	look like / resemble	1610	shĩ²²	sʰ ĩ ∼ ²²	i n c t
3332	Achang_Longchuan	look like / resemble	1610	tu⁵⁵	t u ⁵⁵	i n t
4798	Xiandao	look like / resemble	1610	tut⁵⁵	t u t ⁵⁵	i n c t
6560	Atsi	look like / resemble	1610	tut²¹	t u t ²¹	i n c t
8193	Maru	look like / resemble	1610	tøʔ³¹	t ø ʔ ³¹	i n c t
9921	Bola	look like / resemble	1610	tu⁵⁵	t u ⁵⁵	i n t
11471	Lashi	look like / resemble	1610	tuː³¹	t uː ³¹	i n t
11856	Old_Burmese	look like / resemble	1610	tu	t u ²²	i n t
#
593	Rangoon	loom	591	jɛʔ⁴kɑ̃⁵⁵sɛʔ⁴	/ʔ j ɛ ʔ ⁴ + k ɑ̃ ∼ ⁵⁵ + s ɛ ʔ ⁴	i m n c t + i n c t + i n c t
2375	Achang_Longchuan	loom	591	jɔ³¹kan⁵¹	/ʔ j ɔ ³¹ + k a n ⁵¹	i m n t + i n c t
3970	Xiandao	loom	591	ʐɔʔ⁵⁵kan⁵¹	ʐ ɔ ʔ ⁵⁵ + k a n ⁵¹	i n c t + i n c t
5522	Atsi	loom	591	pa̱n⁵⁵voʔ²¹tʃak²¹	ˀp a n ⁵⁵ + v o ʔ ²¹ + tʃ a k ²¹	i n c t + i n c t + i n c t
7251	Maru	loom	591	ɣɔʔ³¹kaŋ³⁵	ɣ ɔ ʔ ³¹ + k a ŋ ³⁵	i n c t + i n c t
8911	Bola	loom	591	ɣaʔ³¹kɛ̃³¹	ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹	i n c t + i n c t
10589	Lashi	loom	591	jɔʔ³¹kan³³	/ʔ j ɔ ʔ ³¹ + k a n ³³	i m n c t + i n c t
#
1532	Rangoon	lose (a game)	1519	ɕõ⁵⁵	ɕ õ ∼ ⁵⁵	i n c t
3243	Achang_Longchuan	lose (a game)	1519	se³⁵	s e ³⁵	i n t
4714	Xiandao	lose (a game)	1519	thɛ⁵¹	th ɛ ⁵¹	i n t
6466	Atsi	lose (a game)	1519	sum⁵¹	s u m ⁵¹	i n c t
8102	Maru	lose (a game)	1519	mə̆³¹lauŋ³¹	m ə̆ ³¹ + l au ŋ ³¹	i n t + i n c t
9828	Bola	lose (a game)	1519	ʃu³⁵	ʃ u ³⁵	i n t
11391	Lashi	lose (a game)	1519	suːm⁵⁵	s uː m ⁵⁵	i n c t
#
1521	Rangoon	lose (sthg.)	1509	tɕɑ⁵³tɕɑ̃²²jiʔ⁴	tɕ ɑ ⁵³ + tɕ ɑ̃ ∼ ²² + /ʔ j i ʔ ⁴	i n t + i n c t + i m n c t
3232	Achang_Longchuan	lose (sthg.)	1509	tʂoʔ⁵⁵	tʂ o ʔ ⁵⁵	i n c t
4706	Xiandao	lose (sthg.)	1509	tʂuʔ⁵⁵	tʂ u ʔ ⁵⁵	i n c t
6455	Atsi	lose (sthg.)	1509	kjo⁵⁵	k j o ⁵⁵	i m n t
8091	Maru	lose (sthg.)	1509	võ³¹	v õ ∼ ³¹	i n c t
9817	Bola	lose (sthg.)	1509	phjauʔ⁵⁵	ph j au ʔ ⁵⁵	i m n c t
11382	Lashi	lose (sthg.)	1509	vaːŋ³¹	v aː ŋ ³¹	i n c t
#
1042	Rangoon	lose / defeated	1038	ɕõ⁵⁵	ɕ õ ∼ ⁵⁵	i n c t
2793	Achang_Longchuan	lose / defeated	1038	pai³⁵	p ai ³⁵	i n t
4330	Xiandao	lose / defeated	1038	kun⁵⁵	k u n ⁵⁵	i n c t
5976	Atsi	lose / defeated	1038	sum²¹	s u m ²¹	i n c t
7658	Maru	lose / defeated	1038	jøʔ³¹	/ʔ j ø ʔ ³¹	i m n c t
9353	Bola	lose / defeated	1038	pai³⁵	p ai ³⁵	i n t
#
1186	Rangoon	lose / mislay	1180	pjɑuʔ⁴	p j ɑ u ʔ ⁴	i m n N c t
2927	Achang_Longchuan	lose / mislay	1180	tʂɔʔ⁵⁵	tʂ ɔ ʔ ⁵⁵	i n c t
4442	Xiandao	lose / mislay	1180	tʂuʔ⁵⁵	tʂ u ʔ ⁵⁵	i n c t
6120	Atsi	lose / mislay	1180	phjuʔ⁵⁵pja̱m⁵⁵	pʰ j u ʔ ⁵⁵ + ˀp j a m ⁵⁵	i m n c t + i m n c t
7785	Maru	lose / mislay	1180	lɔ̱ʔ⁵⁵phjauk⁵⁵	ˀl ɔ ʔ ⁵⁵ + ph j au k ⁵⁵	i n c t + i m n c t
9491	Bola	lose / mislay	1180	la̱ʔ⁵⁵phjauʔ⁵⁵	ˀl a ʔ ⁵⁵ + ph j au ʔ ⁵⁵	i n c t + i m n c t
11098	Lashi	lose / mislay	1180	lɔ̱ʔ⁵⁵khjɔ⁵³	ˀl ɔ ʔ ⁵⁵ + kh j ɔ ⁵³	i n c t + i m n t
#
1001	Rangoon	loud	997	mji²²	m j i ²²	i m n t
2757	Achang_Longchuan	loud	997	mʐəŋ⁵⁵	m ʐ ə ŋ ⁵⁵	i m n c t
4311	Xiandao	loud	997	mɤŋ³¹	m ɤ ŋ ³¹	i n c t
5934	Atsi	loud	997	mjiŋ⁵¹	m j i ŋ ⁵¹	i m n c t
7627	Maru	loud	997	mjaŋ³¹	m j a ŋ ³¹	i m n c t
9313	Bola	loud	997	mjaŋ⁵⁵	m j a ŋ ⁵⁵	i m n c t
10947	Lashi	loud	997	mjəːŋ³¹	m j əː ŋ ³¹	i m n c t
#
337	Rangoon	louse	335	tθɑ̃⁵⁵	tθ ɑ̃ ∼ ⁵⁵	i n c t
2140	Achang_Longchuan	louse	335	ʂan³¹	ʂ a n ³¹	i n c t
3787	Xiandao	louse	335	ʂan³¹	ʂ a n ³¹	i n c t
5271	Atsi	louse	335	ʃin²¹	ʃ i n ²¹	i n c t
7024	Maru	louse	335	ʃiŋ³⁵	ʃ i ŋ ³⁵	i n c t
8662	Bola	louse	335	ʃɔn³⁵	ʃ ɔ n ³⁵	i n c t
10375	Lashi	louse	335	ʃɛ̱n⁵⁵	ˀʃ ɛ n ⁵⁵	i n c t
11691	Old_Burmese	louse	335	sanḥ	s a n ⁵⁵	i n c t
#
1032	Rangoon	love / like	1028	tɕhiʔ⁴	tɕʰ i ʔ ⁴	i n c t
2784	Achang_Longchuan	love / like	1028	naŋ³¹	n a ŋ ³¹	i n c t
4322	Xiandao	love / like	1028	nan³¹	n a n ³¹	i n c t
5966	Atsi	love / like	1028	tʃi̱t⁵⁵tap²¹	ˀtʃ i t ⁵⁵ + t a p ²¹	i n c t + i n c t
7649	Maru	love / like	1028	ŋɔi³¹	ŋ ɔi ³¹	i n t
9343	Bola	love / like	1028	ŋø⁵⁵	ŋ ø ⁵⁵	i n t
10969	Lashi	love / like	1028	ŋəː³¹	ŋ əː ³¹	i n t
11969	Old_Burmese	love / like	1028	khyat	kh j a t ⁴	i m n c t
#
885	Rangoon	low / short	882	nẽ⁵³	n ẽ ∼ ⁵³	i n c t
2641	Achang_Longchuan	low / short	882	ȵ̥on⁵⁵	ȵ̥ o n ⁵⁵	i n c t
4203	Xiandao	low / short	882	ɲ̊im⁵¹	ɲ̊ i m ⁵¹	i n c t
5815	Atsi	low / short	882	ŋju̱p²¹	ˀŋ j u p ²¹	i m n c t
7516	Maru	low / short	882	ŋja̱p³¹	ˀŋ j a p ³¹	i m n c t
9196	Bola	low / short	882	ŋja̱p³¹	ˀŋ j a p ³¹	i m n c t
10844	Lashi	low / short	882	ŋju̱ːm³³	ˀŋ j uː m ³³	i m n c t
#
1798	Rangoon	low / short (person) (note:short)	1781	pu⁵³	p u ⁵³	i n t
#
1171	Rangoon	lower (the head)	1166	ŋõ⁵³	ŋ õ ∼ ⁵³	i n c t
2912	Achang_Longchuan	lower (the head)	1166	ŋop³⁵	ŋ o p ³⁵	i n c t
4430	Xiandao	lower (the head)	1166	ŋum³⁵	ŋ u m ³⁵	i n c t
6105	Atsi	lower (the head)	1166	ŋom⁵⁵	ŋ o m ⁵⁵	i n c t
7771	Maru	lower (the head)	1166	ŋa̱n³⁵	ˀŋ a n ³⁵	i n c t
9477	Bola	lower (the head)	1166	ŋɔ̱n³⁵	ˀŋ ɔ n ³⁵	i n c t
11085	Lashi	lower (the head)	1166	ŋu̱ːn⁵⁵	ˀŋ uː n ⁵⁵	i n c t
12101	Old_Burmese	lower (the head)	1166	ṅumʔ	ŋ u m ⁵³	i n c t
#
693	Rangoon	lower half of the body	690	ɑuʔ⁴pɑ̃i⁵⁵	/ʔ ɑ u ʔ ⁴ + p ɑ̃ i ∼ ⁵⁵	i n N c t + i n N c t
2459	Achang_Longchuan	lower half of the body	690	a³¹the⁵¹tɕheŋ³¹	/ʔ a ³¹ + tʰ e ⁵¹ + tɕʰ e ŋ ³¹	i n t + i n t + i n c t
9002	Bola	lower half of the body	690	khji⁵⁵khja⁵⁵	khj i ⁵⁵ + khj a ⁵⁵	i n t + i n t
#
680	Rangoon	lower part of / lower reaches	677	ɑ⁵³tɕe²²	/ʔ ɑ ⁵³ + tɕ e ²²	i n t + i n t
2449	Achang_Longchuan	lower part of / lower reaches	677	a³¹the⁵¹	/ʔ a ³¹ + tʰ e ⁵¹	i n t + i n t
