ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGID	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO
1530	h ɑː v ɪ s t	*xarbistuz	h ɑː - v ɪ s t ( - - )	hɑːvɪst	harvest	419	English				harvest	*xarbistuz
1531	h ɛ r f s t	*xarbistuz	h ɛ r f - s t ( - - )	hɛrfst	herfst	419	Dutch				harvest	*xarbistuz
1334	x a b eː n a n	*xabēnan	x a b eː n ( a n )	xabeːnan	*xabēnan	366	Proto-Germanic				have	*xabēnan
1335	h aː b ə n	*xabēnan	h aː b ə n ( - - )	haːbən	haben	366	German				have	*xabēnan
1336	h æ v	*xabēnan	h æ v - - ( - - )	hæv	have	366	English				have	*xabēnan
1337	h ɛ b ə	*xabēnan	h ɛ b ə - ( - - )	hɛbə	hebben	366	Dutch				have	*xabēnan
753	x a g oː n	*xagōn	x a g ( oː n )	xagoːn	*xagōn	207	Proto-Germanic				haw	*xagōn
754	h aː k	*xagōn	h aː k ( - - )	haːk	Hag	207	German				haw	*xagōn
755	h ɔː	*xagōn	h ɔː - ( - - )	hɔː	haw	207	English				haw	*xagōn
756	h aː x	*xagōn	h aː x ( - - )	haːx	haag	207	Dutch				haw	*xagōn
1794	x a b u k a z	*xabukaz	x a b u k ( a z )	xabukaz	*xabukaz	492	Proto-Germanic				hawk	*xabukaz
1795	h aː b ɪ x t	*xabukaz	h aː b ɪ x ( - t )	haːbɪxt	Habicht	492	German				hawk	*xabukaz
1796	h ɔː k	*xabukaz	h ɔː - - k ( - - )	hɔːk	hawk	492	English				hawk	*xabukaz
1797	h aː v ɪ k	*xabukaz	h aː v ɪ k ( - - )	haːvɪk	havik	492	Dutch				hawk	*xabukaz
808	x a w j a n	*xawwjan	x a w ( j a n )	xawwjan	*xawwjan	222	Proto-Germanic				hay	*xawwjan
809	h ɔy	*xawwjan	h ɔy - ( - - - )	hɔy	Heu	222	German				hay	*xawwjan
810	h eɪ	*xawwjan	h eɪ - ( - - - )	heɪ	hay	222	English				hay	*xawwjan
811	h oː j	*xawwjan	h oː - ( j - - )	hoːj	hooi	222	Dutch				hay	*xawwjan
488	x a s l a z	*xaslaz	x a s - l ( a z )	xaslaz	*xaslaz	134	Proto-Germanic				hazel	*xaslaz
489	h aː z ə l	*xaslaz	h aː z ə l ( - - )	haːzəl	Hasel	134	German				hazel	*xaslaz
490	h eɪ z ə l	*xaslaz	h eɪ z ə l ( - - )	heɪzḷ	hazel	134	English				hazel	*xaslaz
491	h aː z ə l aː r	*xaslaz	h aː z ə l ( aː r )	haːzəlaːr	hazelaar	134	Dutch				hazel	*xaslaz
251	x au b u d a n	*xaubudan	x au b ( u ) d ( a n )	xaubudan	*xaubudan	70	Proto-Germanic				head	*xaubudan
252	h au p t	*xaubudan	h au p ( - ) t ( - - )	haupt	Haupt	70	German				head	*xaubudan
253	h ɛ d	*xaubudan	h ɛ - ( - ) d ( - - )	hɛd	head	70	English				head	*xaubudan
254	h oː f t	*xaubudan	h oː f ( - ) t ( - - )	hoːft	hoofd	70	Dutch				head	*xaubudan
186	x ai l j a n a n	*xailjanan	x ai l j a n ( a n )	xailjanan	*xailjanan	53	Proto-Germanic				heal	*xailjanan
187	h ai l ə n	*xailjanan	h ai l - ə n ( - - )	hailən	heilen	53	German				heal	*xailjanan
188	h iː l	*xailjanan	h iː l - - - ( - - )	hiːl	heal	53	English				heal	*xailjanan
189	h eː l ə	*xailjanan	h eː l - ə - ( - - )	heːlə	helen	53	Dutch				heal	*xailjanan
111	x e r t oː n	*xertōn	x e r t ( oː n )	xertoːn	*xertōn	32	Proto-Germanic				heart	*xertōn
112	h ɛ r ts	*xertōn	h ɛ r ts ( - - )	hɛrt͡s	Herz	32	German				heart	*xertōn
113	h ɑː t	*xertōn	h ɑː - t ( - - )	hɑːt	heart	32	English				heart	*xertōn
114	h ɑ r t	*xertōn	h ɑ r t ( - - )	hɑrt	hart	32	Dutch				heart	*xertōn
1509	x e r θ a z	*xerθaz	x e r θ ( a z )	xerθaz	*xerθaz	414	Proto-Germanic				hearth	*xerθaz
1510	h eː r t	*xerθaz	h eː r d ( - - )	heːrt	Herd	414	German				hearth	*xerθaz
1511	h ɑː θ	*xerθaz	h ɑː - θ ( - - )	hɑːθ	hearth	414	English				hearth	*xerθaz
1512	h aː r t	*xerθaz	h aː r t ( - - )	haːrt	haard	414	Dutch				hearth	*xerθaz
565	x ai θ i z	*xaiθiz	x ai θ i ( z )	xaiθiz	*xaiθiz	155	Proto-Germanic				heath	*xaiθiz
566	h ai d ə	*xaiθiz	h ai d ə ( - )	haidə	Heide	155	German				heath	*xaiθiz
567	h iː θ	*xaiθiz	h iː θ - ( - )	hiːθ	heath	155	English				heath	*xaiθiz
1071	x e m e n a z	*xemenaz	x e m e ( n a z )	xemenaz	*xemenaz	294	Proto-Germanic				heaven	*xemenaz
1072	h ɪ m ə l	*xemenaz	h ɪ m ə ( l - - )	hɪməl	Himmel	294	German				heaven	*xemenaz
1073	h ɛ v ə n	*xemenaz	h ɛ v ə ( n - - )	hɛvṇ	heaven	294	English				heaven	*xemenaz
1074	h eː m ə l	*xemenaz	h eː m ə ( l - - )	heːməl	hemel	294	Dutch				heaven	*xemenaz
383	x a g j a z	*xagjaz	x a g j ( a z )	xagjaz	*xagjaz	106	Proto-Germanic				hedge	*xagjaz
384	h ɛ k ə	*xagjaz	h ɛ k - ( ə - )	hɛkə	Hecke	106	German				hedge	*xagjaz
385	h ɛ ʤ	*xagjaz	h ɛ ʤ - ( - - )	hɛʤ	hedge	106	English				hedge	*xagjaz
386	h ɛ x	*xagjaz	h ɛ x - ( - - )	hɛx	heg	106	Dutch				hedge	*xagjaz
630	x e l m a z	*xelmaz	x e l m ( a z )	xelmaz	*xelmaz	174	Proto-Germanic				helm	*xelmaz
631	h ɛ l m	*xelmaz	h ɛ l m ( - - )	hɛlm	Helm	174	German				helm	*xelmaz
632	h ɛ l m	*xelmaz	h ɛ l m ( - - )	hɛlm	helm	174	English				helm	*xelmaz
633	h ɛ l m	*xelmaz	h ɛ l m ( - - )	hɛlm	helm	174	Dutch				helm	*xelmaz
1443	x e l p a n a n	*xelpanan	x e l p a n ( a n )	xelpanan	*xelpanan	395	Proto-Germanic				help	*xelpanan
1444	h ɛ l f ə n	*xelpanan	h ɛ l f ə n ( - - )	hɛlfən	helfen	395	German				help	*xelpanan
1445	h ɛ l p	*xelpanan	h ɛ l p - - ( - - )	hɛlp	help	395	English				help	*xelpanan
1446	h ɛ l p ə	*xelpanan	h ɛ l p ə - ( - - )	hɛlpə	helpen	395	Dutch				help	*xelpanan
476	x e l p oː	*xelpō	x e l p oː	xelpoː	*xelpō	131	Proto-Germanic				help	*xelpō
477	h ɪ l f ə	*xelpō	h ɪ l f ə	hɪlfə	Hilfe	131	German				help	*xelpō
478	h ɛ l p	*xelpō	h ɛ l p -	hɛlp	help	131	English				help	*xelpō
479	h ʉ l p	*xelpō	h ʉ l p -	hʉlp	hulp	131	Dutch				help	*xelpō
343	x e r d oː	*xerdō	x e r d ( oː )	xerdoː	*xerdō	95	Proto-Germanic		C V C C		herd	*xerdō
344	h eː r d/t ə	*xerdō	h eː r d/t ( ə )	heːrdə	Herde	95	German	BOR			herd	*xerdō
345	h ɜː d	*xerdō	h ɜː - d ( - )	hɜːd	herd	95	English				herd	*xerdō
90	x a w a n a n	*xawwanan	x - a w a n ( a n )	xawwanan	*xawwanan	26	Proto-Germanic				hew	*xawwanan
91	h au ə n	*xawwanan	h - au - ə n ( - - )	hauən	hauen	26	German				hew	*xawwanan
92	h j uː	*xawwanan	h j uː - - - ( - - )	hjuː	hew	26	English				hew	*xawwanan
93	h ɑu ʋ ə	*xawwanan	h - ɑu ʋ ə - ( - - )	hɑuʋə	houwen	26	Dutch				hew	*xawwanan
484	x e n d j oː	*xendjō	x e n d j oː	xendjoː	*xendjō	133	Proto-Germanic				hind	*xendjō
485	h ɪ n d ə	*xendjō	h ɪ n d - ə	hɪndə	Hinde	133	German				hind	*xendjō
486	h aɪ n d	*xendjō	h aɪ n d - -	haɪnd	hind	133	English				hind	*xendjō
487	h ɪ n d ə	*xendjō	h ɪ n d - ə	hɪndə	hinde	133	Dutch				hind	*xendjō
595	x u z d a n	*xuzdan	x u z d ( a n )	xuzdan	*xuzdan	164	Proto-Germanic				hoard	*xuzdan
596	h ɔ r t	*xuzdan	h ɔ r t ( - - )	hɔrt	Hort	164	German				hoard	*xuzdan
597	h ɔː d	*xuzdan	h ɔː - d ( - - )	hɔːd	hoard	164	English				hoard	*xuzdan
1248	x a l d a n a n	*xaldanan	x a l d a n ( a n )	xaldanan	*xaldanan	343	Proto-Germanic				hold	*xaldanan
1249	h a l t ə n	*xaldanan	h a l t ə n ( - - )	haltən	halten	343	German				hold	*xaldanan
1250	h əʊ l d	*xaldanan	h əʊ l d - - ( - - )	həʊld	hold	343	English				hold	*xaldanan
1251	h ɑu d ə	*xaldanan	h ɑu - d ə - ( - - )	hɑudə	houden	343	Dutch				hold	*xaldanan
9	x ai m a z	*xaimaz	x ai m ( a z )	xaimaz	*xaimaz	532	Proto-Germanic				home	*xaimaz
10	h ai m	*xaimaz	h ai m ( - - )	haim	Heim	532	German				home	*xaimaz
11	h əʊ m	*xaimaz	h əʊ m ( - - )	həʊm	home	532	English				home	*xaimaz
12	h eː m	*xaimaz	h eː m ( - - )	heːm	heem	532	Dutch				home	*xaimaz
372	x u n a g a n	*xunagan	x u n a g ( a n )	xunagan	*xunagan	103	Proto-Germanic				honey	*xunagan
373	h oː n ɪ x	*xunagan	h oː n ɪ x ( - - )	hoːnɪx	Honig	103	German				honey	*xunagan
374	h ʌ n ɪ	*xunagan	h ʌ n ɪ - ( - - )	hʌnɪ	honey	103	English				honey	*xunagan
375	h oː n ɪ ŋ	*xunagan	h oː n ɪ - ( - ŋ )	hoːnɪŋ	honing	103	Dutch				honey	*xunagan
151	x oː d a z	*xattuz	x oː d ( a z )	xattuz	*xattuz	43	Proto-Germanic				hood	*xattuz
152	h uː t	*xattuz	h uː t ( - - )	huːt	Hut	43	German				hood	*xattuz
153	h ʊ d	*xattuz	h ʊ d ( - - )	hʊd	hood	43	English				hood	*xattuz
1888	x oː f a z	*xōfaz	x oː f ( a z )	xoːfaz	*xōfaz	518	Proto-Germanic				hoof	*xōfaz
1889	h uː f	*xōfaz	h uː f ( - - )	huːf	Huf	518	German				hoof	*xōfaz
1890	h uː f	*xōfaz	h uː f ( - - )	huːf	hoof	518	English				hoof	*xōfaz
1891	h uː f	*xōfaz	h uː f ( - - )	huːf	hoef	518	Dutch				hoof	*xōfaz
622	x u r n a n	*xurnan	x u r n ( a n )	xurnan	*xurnan	172	Proto-Germanic				horn	*xurnan
623	h ɔ r n	*xurnan	h ɔ r n ( - - )	hɔrn	Horn	172	German				horn	*xurnan
624	h ɔː n	*xurnan	h ɔː - n ( - - )	hɔːn	horn	172	English				horn	*xurnan
625	h oː r n	*xurnan	h oː r n ( - - )	hoːrn	hoorn	172	Dutch				horn	*xurnan
335	x u n d a z	*xundaz	x u n d ( a z )	xundaz	*xundaz	93	Proto-Germanic				hound	*xundaz
336	h ʊ n t	*xundaz	h ʊ n d ( - - )	hʊnt	Hund	93	German				hound	*xundaz
337	h aʊ n d	*xundaz	h aʊ n d ( - - )	haʊnd	hound	93	English				hound	*xundaz
338	h ɔ n t	*xundaz	h ɔ n t ( - - )	hɔnt	hond	93	Dutch				hound	*xundaz
1835	k n e d a n a n	*knedanan	k n e d a n ( a n )	knedanan	*knedanan	503	Proto-Germanic		C C V c v c		knead	*knedanan
1836	k n eː t ə n	*knedanan	k n eː t ə n ( - - )	kneːtən	kneten	503	German				knead	*knedanan
1837	n iː d	*knedanan	- n iː d - - ( - - )	niːd	knead	503	English				knead	*knedanan
1838	k n eː d ə	*knedanan	k n eː d ə - ( - - )	kneːdə	kneden	503	Dutch				knead	*knedanan
905	k n e w a n	*knewan	k n e ( w a n )	knewan	*knewan	249	Proto-Germanic		C C V		knee	*knewan
906	k n iː	*knewan	k n iː ( - - - )	kniː	Knie	249	German				knee	*knewan
907	n iː	*knewan	- n iː ( - - - )	niː	knee	249	English				knee	*knewan
908	k n iː	*knewan	k n iː ( - - - )	kniː	knie	249	Dutch				knee	*knewan
768	k n a kː a z	*knakkaz	k n a kː a z	knakkaz	*knakkaz	211	Proto-Germanic		C C V c v c		knight	*knakkaz
769	k n ɛ x t	*knakkaz	k n ɛ x - t	knɛxt	Knecht	211	German				knight	*knakkaz
770	n aɪ t	*knakkaz	- n aɪ - - t	naɪt	knight	211	English				knight	*knakkaz
771	k n ɛ x t	*knakkaz	k n ɛ x - t	knɛxt	knecht	211	Dutch				knight	*knakkaz
536	k n u pː a z	*knuppaz	k n u pː ( a z )	knuppaz	*knuppaz	147	Proto-Germanic		C C V C		knob	*knuppaz
537	k n ɔ pf	*knuppaz	k n ɔ pf ( - - )	knɔp͡f	Knopf	147	German				knob	*knuppaz
538	n ɔ b	*knuppaz	- n ɔ b ( - - )	nɔb	knob	147	English				knob	*knuppaz
539	k n oː p	*knuppaz	k n oː p ( - - )	knoːp	knoop	147	Dutch				knob	*knuppaz
402	l a θ oː j a n a n	*laθōjanan	l a θ ( oː ) j a n ( a n )	laθoːjanan	*laθōjanan	111	Proto-Germanic		C V c c v c		lade	*laθōjanan
403	l aː d ə n	*laθōjanan	l aː d ( - ) - ə n ( - - )	laːdən	laden	111	German				lade	*laθōjanan
404	l eɪ d	*laθōjanan	l eɪ d ( - ) - - - ( - - )	leɪd	lade	111	English				lade	*laθōjanan
405	l aː d ə	*laθōjanan	l aː d ( - ) - ə - ( - - )	laːdə	laden	111	Dutch				lade	*laθōjanan
1352	l a n d a n	*landan	l a n d ( a n )	landan	*landan	371	Proto-Germanic		C V C C		land	*landan
1353	l a n t	*landan	l a n d ( - - )	lant	Land	371	German				land	*landan
1354	l æ n d	*landan	l æ n d ( - - )	lænd	land	371	English				land	*landan
1355	l ɑ n t	*landan	l ɑ n t ( - - )	lɑnt	land	371	Dutch				land	*landan
1551	l a b a z	*labbaz	l a b ( a z )	labbaz	*labbaz	426	Proto-Germanic		C V C		lap	*labbaz
1552	l a p ə n	*labbaz	l a p ( ə n )	lapən	Lappen	426	German				lap	*labbaz
1553	l æ p	*labbaz	l æ p ( - - )	læp	lap	426	English				lap	*labbaz
1554	l ɑ p	*labbaz	l ɑ p ( - - )	lɑp	lap	426	Dutch				lap	*labbaz
533	l ai s t j a n a n	*laistjanan	l ai s t j a n ( a n )	laistjanan	*laistjanan	146	Proto-Germanic		C V C c c v c		last	*laistjanan
534	l ai s t ə n	*laistjanan	l ai s t - ə n ( - - )	laistən	leisten	146	German				last	*laistjanan
535	l ɑː s t	*laistjanan	l ɑː s t - - - ( - - )	lɑːst	last	146	English				last	*laistjanan
1060	l a k a n a n	*lakanan	l a k a n ( a n )	lakanan	*lakanan	291	Proto-Germanic		C V c v c		laugh	*lakanan
1061	l a x ə n	*lakanan	l a x ə n ( - - )	laxən	lachen	291	German				laugh	*lakanan
1062	l ɑː f	*lakanan	l ɑː f - - ( - - )	lɑːf	laugh	291	English				laugh	*lakanan
1063	l ɑ x ə	*lakanan	l ɑ x ə - ( - - )	lɑxə	lachen	291	Dutch				laugh	*lakanan
1743	l ai d j a n a n	*laidjanan	l ai d j a n ( a n )	laidjanan	*laidjanan	478	Proto-Germanic		C V c c v c		lead	*laidjanan
1744	l ai t ə n	*laidjanan	l ai t - ə n ( - - )	laitən	leiten	478	German				lead	*laidjanan
1745	l iː d	*laidjanan	l iː d - - - ( - - )	liːd	lead	478	English				lead	*laidjanan
1746	l ɛɪ d ə	*laidjanan	l ɛɪ d - ə - ( - - )	lɛɪdə	leiden	478	Dutch				lead	*laidjanan
661	l au b a n	*lauban	l au b ( a n )	lauban	*lauban	182	Proto-Germanic		C V C		leaf	*lauban
662	l au p	*lauban	l au b ( - - )	laup	Laub	182	German				leaf	*lauban
663	l iː f	*lauban	l iː f ( - - )	liːf	leaf	182	English				leaf	*lauban
664	l oː f	*lauban	l oː f ( - - )	loːf	loof	182	Dutch				leaf	*lauban
1593	l i z n oː j a n a n	*liznōjanan	l i z n ( oː ) j a n ( a n )	liznoːjanan	*liznōjanan	437	Proto-Germanic		C V C c c v c		learn	*liznōjanan
1594	l ɛ r n ə n	*liznōjanan	l ɛ r n ( - ) - ə n ( - - )	lɛrnən	lernen	437	German				learn	*liznōjanan
1595	l ɜː n	*liznōjanan	l ɜː - n ( - ) - - - ( - - )	lɜːn	learn	437	English				learn	*liznōjanan
45	l e θ r a n	*leθran	l e θ - r ( a n )	leθran	*leθran	13	Proto-Germanic		C V C - C		leather	*leθran
46	l eː d ə r	*leθran	l eː d ə r ( - - )	leːdər	Leder	13	German				leather	*leθran
47	l ɛ ð ə r	*leθran	l ɛ ð ə r ( - - )	lɛðər	leather	13	English				leather	*leθran
784	l au k a z	*laukaz	l au k ( a z )	laukaz	*laukaz	215	Proto-Germanic		C V C		leek	*laukaz
785	l au x	*laukaz	l au x ( - - )	laux	Lauch	215	German				leek	*laukaz
786	l iː k	*laukaz	l iː k ( - - )	liːk	leek	215	English				leek	*laukaz
787	l uː k	*laukaz	l uː k ( - - )	luːk	look	215	Dutch				leek	*laukaz
919	l eː t a n a n	*lētanan	l eː t a n ( a n )	leːtanan	*lētanan	253	Proto-Germanic		C V c v c		let	*lētanan
920	l a s ə n	*lētanan	l a s ə n ( - - )	lasən	lassen	253	German				let	*lētanan
921	l ɛ t	*lētanan	l ɛ t - - ( - - )	lɛt	let	253	English				let	*lētanan
922	l aː t ə	*lētanan	l aː t ə - ( - - )	laːtə	laten	253	Dutch				let	*lētanan
1596	l i kː oː j a n a n	*likkōjanan	l i kː ( oː ) j a n ( a n )	likkoːjanan	*likkōjanan	438	Proto-Germanic		C V c c v c		lick	*likkōjanan
1597	l ɛ k ə n	*likkōjanan	l ɛ k ( - ) - ə n ( - - )	lɛkən	lecken	438	German				lick	*likkōjanan
1598	l ɪ k	*likkōjanan	l ɪ k ( - ) - - - ( - - )	lɪk	lick	438	English				lick	*likkōjanan
1599	l ɪ k ə	*likkōjanan	l ɪ k ( - ) - ə - ( - - )	lɪkə	likken	438	Dutch				lick	*likkōjanan
1638	l i θ u z	*liθuz	l i θ ( u z )	liθuz	*liθuz	450	Proto-Germanic		C V C		lid	*liθuz
1639	l iː t	*liθuz	l iː d ( - - )	liːt	Lid	450	German				lid	*liθuz
1640	l ɪ d	*liθuz	l ɪ d ( - - )	lɪd	lid	450	English				lid	*liθuz
1641	l ɪ t	*liθuz	l ɪ t ( - - )	lɪt	lid	450	Dutch				lid	*liθuz
836	l iː b a n	*līban	l iː b ( a n )	liːban	*līban	230	Proto-Germanic		C V C		life	*līban
837	l ai p	*līban	l ai b ( - - )	laip	Leib	230	German				life	*līban
838	l aɪ f	*līban	l aɪ f ( - - )	laɪf	life	230	English				life	*līban
839	l ɛɪ f	*līban	l ɛɪ f ( - - )	lɛɪf	lijf	230	Dutch				life	*līban
525	l eu x t j a n a n	*leuxtjanan	l eu x t j a n ( a n )	leuxtjanan	*leuxtjanan	144	Proto-Germanic		C V C c c v c		light	*leuxtjanan
526	l ɔy x t ə n	*leuxtjanan	l ɔy x t - ə n ( - - )	lɔyxtən	leuchten	144	German				light	*leuxtjanan
527	l aɪ t	*leuxtjanan	l aɪ - t - - - ( - - )	laɪt	light	144	English				light	*leuxtjanan
528	l ɪ x t ə	*leuxtjanan	l ɪ x t - ə - ( - - )	lɪxtə	lichten	144	Dutch				light	*leuxtjanan
119	l iː m a n	*līman	l iː m ( a n )	liːman	*līman	34	Proto-Germanic		C V C		lime	*līman
120	l ai m	*līman	l ai m ( - - )	laim	Leim	34	German				lime	*līman
121	l aɪ m	*līman	l aɪ m ( - - )	laɪm	lime	34	English				lime	*līman
122	l ɛɪ m	*līman	l ɛɪ m ( - - )	lɛɪm	lijm	34	Dutch				lime	*līman
1724	l e n d oː	*lendō	l e n d ( oː - )	lendoː	*lendō	473	Proto-Germanic		C V C C		linden	*lendō
1725	l ɪ n d ə	*lendō	l ɪ n d ( ə - )	lɪndə	Linde	473	German				linden	*lendō
1726	l ɪ n d ə n	*lendō	l ɪ n d ( ə n )	lɪndən	linden	473	English				linden	*lendō
1727	l ɪ n d ə	*lendō	l ɪ n d ( ə - )	lɪndə	linde	473	Dutch				linden	*lendō
942	l iː n a n	*līnan	l iː n ( a n )	liːnan	*līnan	259	Proto-Germanic		C V C		line	*līnan
943	l ai n ə	*līnan	l ai n ( ə - )	lainə	Leine	259	German				line	*līnan
944	l aɪ n	*līnan	l aɪ n ( - - )	laɪn	line	259	English				line	*līnan
945	l ɛɪ n	*līnan	l ɛɪ n ( - - )	lɛɪn	lijn	259	Dutch				line	*līnan
1435	l iː s t oː n	*līstōn	l iː s t ( oː n )	liːstoːn	*līstōn	393	Proto-Germanic		C V C C		list	*līstōn
1436	l ai s t ə	*līstōn	l ai s t ( ə - )	laistə	Leiste	393	German				list	*līstōn
1437	l ɪ s t	*līstōn	l ɪ s t ( - - )	lɪst	list	393	English				list	*līstōn
1438	l ɛɪ s t	*līstōn	l ɛɪ s t ( - - )	lɛɪst	lijst	393	Dutch				list	*līstōn
614	l i b eː n a n	*libēnan	l i b eː n ( a n )	libeːnan	*libēnan	170	Proto-Germanic		C V c v c		live	*libēnan
615	l eː b ə n	*libēnan	l eː b ə n ( - - )	leːbən	leben	170	German				live	*libēnan
616	l aɪ v	*libēnan	l aɪ v - - ( - - )	laɪv	live	170	English				live	*libēnan
617	l eː v ə	*libēnan	l eː v ə - ( - - )	leːvə	leven	170	Dutch				live	*libēnan
210	l i b r oː	*librō	l i b - r ( oː )	libroː	*librō	59	Proto-Germanic		C V C - C		liver	*librō
211	l eː b ə r	*librō	l eː b ə r ( - )	leːbər	Leber	59	German				liver	*librō
212	l ɪ v ə r	*librō	l ɪ v ə r ( - )	lɪvər	liver	59	English				liver	*librō
213	l eː v ə r	*librō	l eː v ə r ( - )	leːvər	lever	59	Dutch				liver	*librō
901	l ai m oː n	*laimōn	l ai m ( oː n )	laimoːn	*laimōn	248	Proto-Germanic		C V C		loam	*laimōn
902	l eː m	*laimōn	l eː m ( - - )	leːm	Lehm	248	German				loam	*laimōn
903	l əʊ m	*laimōn	l əʊ m ( - - )	ləʊm	loam	248	English				loam	*laimōn
904	l eː m	*laimōn	l eː m ( - - )	leːm	leem	248	Dutch				loam	*laimōn
255	l ai θ a z	*laiθaz	l ai θ ( a z )	laiθaz	*laiθaz	71	Proto-Germanic		C V C		loath	*laiθaz
256	l ai t	*laiθaz	l ai d ( - - )	lait	Leid	71	German				loath	*laiθaz
257	l əʊ θ	*laiθaz	l əʊ θ ( - - )	ləʊθ	loath	71	English				loath	*laiθaz
258	l eː t	*laiθaz	l eː t ( - - )	leːt	leed	71	Dutch				loath	*laiθaz
857	l u k a n	*lukan	l u k ( a n )	lukan	*lukan	236	Proto-Germanic		C V C		lock	*lukan
858	l ɔ x	*lukan	l ɔ x ( - - )	lɔx	Loch	236	German				lock	*lukan
859	l ɔ k	*lukan	l ɔ k ( - - )	lɔk	lock	236	English				lock	*lukan
1147	l u kː a z	*lukkaz	l u kː ( a z )	lukkaz	*lukkaz	315	Proto-Germanic		C V C		lock	*lukkaz
1148	l ɔ k ə	*lukkaz	l ɔ k ( ə - )	lɔkə	Locke	315	German				lock	*lukkaz
1149	l ɔ k	*lukkaz	l ɔ k ( - - )	lɔk	lock	315	English				lock	*lukkaz
1150	l ɔ k	*lukkaz	l ɔ k ( - - )	lɔk	lok	315	Dutch				lock	*lukkaz
1823	l uː s z	*lūsz	l uː s ( z )	luːsz	*lūsz	500	Proto-Germanic		C V C		louse	*lūsz
1824	l au s	*lūsz	l au s ( - )	laus	Laus	500	German				louse	*lūsz
1825	l aʊ s	*lūsz	l aʊ s ( - )	laʊs	louse	500	English				louse	*lūsz
1826	l œy s	*lūsz	l œy s ( - )	lœys	luis	500	Dutch				louse	*lūsz
889	l u n gʷ a n	*lungwan	l u n gʷ ( a n )	lungwan	*lungwan	245	Proto-Germanic		C V C C		lung	*lungwan
890	l ʊ ŋ ə	*lungwan	l ʊ ŋ - ( ə - )	lʊŋə	Lunge	245	German				lung	*lungwan
891	l ʌ ŋ	*lungwan	l ʌ ŋ - ( - - )	lʌŋ	lung	245	English				lung	*lungwan
892	l ɔ ŋ	*lungwan	l ɔ ŋ - ( - - )	lɔŋ	long	245	Dutch				lung	*lungwan
1326	l u s t u z	*lustuz	l u s t ( u z )	lustuz	*lustuz	364	Proto-Germanic		C V C C		lust	*lustuz
1327	l ʊ s t	*lustuz	l ʊ s t ( - - )	lʊst	Lust	364	German				lust	*lustuz
1328	l ʌ s t	*lustuz	l ʌ s t ( - - )	lʌst	lust	364	English				lust	*lustuz
1329	l ʉ s t	*lustuz	l ʉ s t ( - - )	lʉst	lust	364	Dutch				lust	*lustuz
368	l au g oː	*laugō	l au g oː	laugoː	*laugō	102	Proto-Germanic		C V C		lye	*laugō
369	l au ɡ ə	*laugō	l au ɡ ə	lauɡə	Lauge	102	German				lye	*laugō
370	l aɪ	*laugō	l aɪ - -	laɪ	lye	102	English				lye	*laugō
371	l oː x	*laugō	l oː x -	loːx	loog	102	Dutch				lye	*laugō
1454	m a k oː j a n a n	*makōjanan	m a k ( oː ) j a n ( a n )	makoːjanan	*makōjanan	398	Proto-Germanic		C V c c v c		make	*makōjanan
1455	m a x ə n	*makōjanan	m a x ( - ) - ə n ( - - )	maxən	machen	398	German				make	*makōjanan
1456	m eɪ k	*makōjanan	m eɪ k ( - ) - - - ( - - )	meɪk	make	398	English				make	*makōjanan
1457	m aː k ə	*makōjanan	m aː k ( - ) - ə - ( - - )	maːkə	maken	398	Dutch				make	*makōjanan
986	m a l t a z	*maltaz	m a l t ( a z )	maltaz	*maltaz	271	Proto-Germanic		C V C C		malt	*maltaz
987	m a l ts	*maltaz	m a l ts ( - - )	malt͡s	Malz	271	German				malt	*maltaz
988	m ɔː l t	*maltaz	m ɔː l t ( - - )	mɔːlt	malt	271	English				malt	*maltaz
989	m ɑu t	*maltaz	m ɑu - t ( - - )	mɑut	mout	271	Dutch				malt	*maltaz
1925	m a r iː n	*marīn	m a ( r iː ) n	mariːn	*marīn	529	Proto-Germanic		C V C		man	*marīn
1926	m a n	*marīn	m a ( - - ) n	man	Mann	529	German				man	*marīn
1927	m æ n	*marīn	m æ ( - - ) n	mæn	man	529	English				man	*marīn
1928	m ɑ n	*marīn	m ɑ ( - - ) n	mɑn	man	529	Dutch				man	*marīn
41	m a r k oː	*markō	m a r k oː	markoː	*markō	12	Proto-Germanic		C V c c v		march	*markō
42	m a r k	*markō	m a r k -	mark	Mark	12	German	EXC			march	*markō
43	m ɑː ʧ	*markō	m ɑː - ʧ -	mɑːʧ	march	12	English				march	*markō
44	m ɑ r k	*markō	m ɑ r k -	mɑrk	mark	12	Dutch				march	*markō
1709	m a s t a z	*mastaz	m a s t ( a z )	mastaz	*mastaz	469	Proto-Germanic		C V C C		mast	*mastaz
1710	m a s t	*mastaz	m a s t ( - - )	mast	Mast	469	German				mast	*mastaz
1711	m ɑː s t	*mastaz	m ɑː s t ( - - )	mɑːst	mast	469	English				mast	*mastaz
1712	m ɑ s t	*mastaz	m ɑ s t ( - - )	mɑst	mast	469	Dutch				mast	*mastaz
236	m eː l a n	*mēlan	m eː l ( a n )	meːlan	*mēlan	66	Proto-Germanic		C V C		meal	*mēlan
237	m aː l	*mēlan	m aː l ( - - )	maːl	Mal	66	German				meal	*mēlan
238	m iː l	*mēlan	m iː l ( - - )	miːl	meal	66	English				meal	*mēlan
239	m aː l	*mēlan	m aː l ( - - )	maːl	maal	66	Dutch				meal	*mēlan
