# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
#
1333	Rangoon	grunt (of pigs)	1324	ɔ²²	/ʔ ɔ ²²	i n t	/ʔ ɔ ²²	7516
3054	Achang_Longchuan	grunt (of pigs)	1324	mʐəŋ⁵⁵	m ʐ ə ŋ ⁵⁵	i m n c t	m ʐ ə ŋ ⁵⁵	3915
4548	Xiandao	grunt (of pigs)	1324	mɯŋ⁵⁵	m ɯ ŋ ⁵⁵	i n c t	m - ɯ ŋ ⁵⁵	3915
6267	Atsi	grunt (of pigs)	1324	ŋau⁵¹	ŋ a u ⁵¹	i n N t	ŋ a u ⁵¹	7515
7912	Maru	grunt (of pigs)	1324	mjaŋ³¹	m j a ŋ ³¹	i m n c t	m j a ŋ ³¹	3915
9631	Bola	grunt (of pigs)	1324	mjaŋ⁵⁵	m j a ŋ ⁵⁵	i m n c t	m j a ŋ ⁵⁵	3915
11213	Lashi	grunt (of pigs)	1324	mjəːŋ³¹	m j əː ŋ ³¹	i m n c t	m j əː ŋ ³¹	3915
#
1530	Rangoon	guard / defend	1518	sɑ̃u⁵³	s ɑ̃ u ∼ ⁵³	i n N c t	s ɑ̃ u ∼ ⁵³	7522
3241	Achang_Longchuan	guard / defend	1518	tɕɔŋ³⁵	tɕ ɔ ŋ ³⁵	i n c t	tɕ ɔ - ŋ ³⁵	7522
4712	Xiandao	guard / defend	1518	coŋ³⁵	c o ŋ ³⁵	i n c t	c o - ŋ ³⁵	7522
6464	Atsi	guard / defend	1518	tsuŋ⁵⁵	ts u ŋ ⁵⁵	i n c t	ts u - ŋ ⁵⁵	7522
8100	Maru	guard / defend	1518	tsauŋ⁵⁵	ts au ŋ ⁵⁵	i n c t	ts au - ŋ ⁵⁵	7522
9826	Bola	guard / defend	1518	la̱uʔ⁵⁵	ˀl au ʔ ⁵⁵	i n c t	ˀl au ʔ ⁵⁵	7523
11389	Lashi	guard / defend	1518	tsuːŋ⁵⁵	ts uː ŋ ⁵⁵	i n c t	ts uː - ŋ ⁵⁵	7522
#
1070	Rangoon	guess (a riddle)	1066	phɔ²²	pʰ ɔ ²²	i n t	pʰ ɔ ²²	7535
2820	Achang_Longchuan	guess (a riddle)	1066	tshai³¹	tsʰ ai ³¹	i n t	tsʰ ai ³¹	7530
4350	Xiandao	guess (a riddle)	1066	tak⁵⁵	t a k ⁵⁵	i n c t	t a k ⁵⁵	582
6005	Atsi	guess (a riddle)	1066	ta̱k²¹	ˀt a k ²¹	i n c t	ˀt a k ²¹	582
7680	Maru	guess (a riddle)	1066	tshai⁵⁵	tsh ai ⁵⁵	i n t	tsh ai ⁵⁵	7534
9381	Bola	guess (a riddle)	1066	ma̱u³⁵	ˀm au ³⁵	i n t	ˀm au ³⁵	7532
10999	Lashi	guess (a riddle)	1066	mjiːt³¹	m j iː t ³¹	i m n c t	m j iː t ³¹	7533
#
1071	Rangoon	guessed right, have	1067	m̥ɑ̃²²	m̥ ɑ̃ ∼ ²²	i n c t	m̥ ɑ̃ ∼ ²²	7541
6006	Atsi	guessed right, have	1067	ta̱k²¹tsaŋ⁵⁵	ˀt a k ²¹ + ts a ŋ ⁵⁵	i n c t + i n c t	ˀt a k ²¹ + ts a ŋ ⁵⁵	7538 14716
11000	Lashi	guessed right, have	1067	tsaːŋ⁵⁵mjit³¹	ts aː ŋ ⁵⁵ + m j i t ³¹	i n c t + i m n c t	ts aː ŋ ⁵⁵ + m j i t ³¹	14716 7540
#
211	Rangoon	guest	211	ɛ⁵³tθɛ²²	/ʔ ɛ ⁵³ + tθ ɛ ²²	i n t + i n t	/ʔ ɛ ⁵³ + tθ ɛ ²²	7546 7544
2025	Achang_Longchuan	guest	211	tshe⁵⁵	tsʰ e ⁵⁵	i n t	tsʰ e ⁵⁵	7544
3677	Xiandao	guest	211	tshɛ⁵⁵	tsh ɛ ⁵⁵	i n t	tsh ɛ ⁵⁵	7544
5144	Atsi	guest	211	piŋ⁵⁵	p i ŋ ⁵⁵	i n c t	p i ŋ ⁵⁵	7545
6911	Maru	guest	211	paŋ⁵⁵	p a ŋ ⁵⁵	i n c t	p a ŋ ⁵⁵	7545
8548	Bola	guest	211	paŋ³⁵	p a ŋ ³⁵	i n c t	p a ŋ ³⁵	7545
10266	Lashi	guest	211	pəŋ⁵⁵	p ə ŋ ⁵⁵	i n c t	p ə ŋ ⁵⁵	7545
#
136	Rangoon	gum	136	tθwɑ⁵⁵phõ⁵⁵	tθ w ɑ ⁵⁵ + pʰ õ ∼ ⁵⁵	i m n t + i n c t	tθ w ɑ ⁵⁵ + pʰ õ ∼ ⁵⁵	7558 10483
1958	Achang_Longchuan	gum	136	tɕoi⁵⁵ʂua³¹	tɕ oi ⁵⁵ + ʂ ua ³¹	i n t + i n t	tɕ oi ⁵⁵ + ʂ ua ³¹	17603 6266
3614	Xiandao	gum	136	cui⁵⁵xɯm⁵⁵	c ui ⁵⁵ + x ɯ m ⁵⁵	i n t + i n c t	c ui ⁵⁵ + x ɯ m ⁵⁵	17603 7559
5070	Atsi	gum	136	ŋjiŋ²¹	ŋ j i ŋ ²¹	i m n c t	ŋ j i ŋ ²¹	7555
6844	Maru	gum	136	ŋan³¹	ŋ a n ³¹	i n c t	ŋ - a n ³¹	7555
8478	Bola	gum	136	ŋɛ⁵⁵	ŋ ɛ ⁵⁵	i n t	ŋ ɛ ⁵⁵	7556
10203	Lashi	gum	136	ŋjəŋ³¹	ŋ j ə ŋ ³¹	i m n c t	ŋ j ə ŋ ³¹	7555
11967	Old_Burmese	gum	136	so₁ḥ◦phumḥ	s o ⁵⁵ + ph u m ⁵⁵	i n t + i n c t	s o ⁵⁵ + ph u m ⁵⁵	6266 10483
#
596	Rangoon	gun / rifle	594	tθe²²nɑʔ⁴	tθ e ²² + /ʔ n ɑ ʔ ⁴	i n t + i m n c t	tθ e ²² + /ʔ n ɑ ʔ ⁴	7569 7570
2378	Achang_Longchuan	gun / rifle	594	kʐɔŋ³¹	k ʐ ɔ ŋ ³¹	i m n c t	k ʐ ɔ ŋ ³¹	7566
3973	Xiandao	gun / rifle	594	sa³¹n̥at³⁵	s a ³¹ + n̥ a t ³⁵	i n t + i n c t	s a ³¹ + n̥ a t ³⁵	7571 7572
5525	Atsi	gun / rifle	594	mji²¹um⁵¹	m j i ²¹ + /ʔ u m ⁵¹	i m n t + i n c t	m j i ²¹ + /ʔ u m ⁵¹	2600 6223
7254	Maru	gun / rifle	594	mjĭ³⁵a̱m³¹	m j ĭ ³⁵ + ˀ/ʔ a m ³¹	i m n t + i n c t	m j ĭ ³⁵ + ˀ/ʔ a m ³¹	2600 6223
8914	Bola	gun / rifle	594	mi³¹am⁵⁵	m i ³¹ + /ʔ a m ⁵⁵	i n t + i n c t	m - i ³¹ + /ʔ a m ⁵⁵	2600 6223
10592	Lashi	gun / rifle	594	mji³³ɔ̱m³³	m j i ³³ + ˀ/ʔ ɔ m ³³	i m n t + i n c t	m j i ³³ + ˀ/ʔ ɔ m ³³	2600 6223
#
601	Rangoon	gunpowder	599	jɑ̃⁵⁵	/ʔ j ɑ̃ ∼ ⁵⁵	i m n c t	/ʔ j ɑ̃ ∼ ⁵⁵	7582
2382	Achang_Longchuan	gunpowder	599	mə³¹	m ə ³¹	i n t	m - ə ³¹	7580
3977	Xiandao	gunpowder	599	m̥ɤ³¹	m̥ ɤ ³¹	i n t	m̥ - ɤ ³¹	7580
5529	Atsi	gunpowder	599	mjĭ²¹tʃhi²¹	m j ĭ ²¹ + tʃʰ i ²¹	i m n t + i n t	m j ĭ ²¹ + tʃʰ i - ²¹	7580 10242
7257	Maru	gunpowder	599	mji³⁵tʃhik⁵⁵	m j i ³⁵ + tʃh i k ⁵⁵	i m n t + i n c t	m j i ³⁵ + tʃh i k ⁵⁵	7580 10242
8918	Bola	gunpowder	599	mi³¹tʃhɿ³⁵	m i ³¹ + tʃh ɿ ³⁵	i n t + i n t	m - i ³¹ + tʃh ɿ - ³⁵	7580 10242
10595	Lashi	gunpowder	599	mji³³tʃhei⁵⁵	m j i ³³ + tʃh ei ⁵⁵	i m n t + i n t	m j i ³³ + tʃh ei - ⁵⁵	7580 10242
#
13	Rangoon	hail	13	mo⁵⁵tθi⁵⁵	/ʔ m o ⁵⁵ + tθ i ⁵⁵	i m n t + i n t	/ʔ m o ⁵⁵ + tθ i ⁵⁵	7595 7596
1844	Achang_Longchuan	hail	13	l̥i³¹ʐo⁵⁵	l̥ i ³¹ + ʐ o ⁵⁵	i n t + i n t	l̥ i - ³¹ + ʐ o ⁵⁵	7592 7593
3510	Xiandao	hail	13	niʔ³¹	n i ʔ ³¹	i n c t	n i ʔ ³¹	7597
4950	Atsi	hail	13	lik²¹vo⁵¹	l i k ²¹ + v o ⁵¹	i n c t + i n t	l i k ²¹ + v o ⁵¹	7592 7593
6739	Maru	hail	13	lak³¹ɣu³¹	l a k ³¹ + ɣ u ³¹	i n c t + i n t	l a k ³¹ + ɣ u ³¹	7592 7593
8364	Bola	hail	13	lak³¹ɣɔ⁵⁵	l a k ³¹ + ɣ ɔ ⁵⁵	i n c t + i n t	l a k ³¹ + ɣ ɔ ⁵⁵	7592 7593
10103	Lashi	hail	13	lək³¹	l ə k ³¹	i n c t	l ə k ³¹	7592
11792	Old_Burmese	hail	13	muiw◦si	m ə w ²² + s i ²²	i n c t + i n t	m ə w ²² + s i ²²	7594 7593
#
74	Rangoon	hair	74	shɑ̃²²pĩ²²	sʰ ɑ̃ ∼ ²² + p ĩ ∼ ²²	i n c t + i n c t	sʰ ɑ̃ ∼ ²² + p ĩ ∼ ²²	7609 7610
1899	Achang_Longchuan	hair	74	u³¹mui³¹	/ʔ u ³¹ + m ui ³¹	i n t + i n t	/ʔ u ³¹ + m ui ³¹	1760 7608
3558	Xiandao	hair	74	u³¹	/ʔ u ³¹	i n t	/ʔ u ³¹	1760
5010	Atsi	hair	74	u²¹tsham⁵¹	/ʔ u ²¹ + tsʰ a m ⁵¹	i n t + i n c t	/ʔ u ²¹ + tsʰ a m ⁵¹	1760 7609
6793	Maru	hair	74	tshɛ̃³¹	tsh ɛ̃ ∼ ³¹	i n c t	tsh ɛ̃ ∼ ³¹	7609
8421	Bola	hair	74	tshɛ̃⁵⁵	tsh ɛ̃ ∼ ⁵⁵	i n c t	tsh ɛ̃ ∼ ⁵⁵	7609
10149	Lashi	hair	74	tsham³³	tsh a m ³³	i n c t	tsh a m ³³	7609
11665	Old_Burmese	hair	74	cham	tɕh a m ²²	i n c t	tɕh a m ²²	7609
#
253	Rangoon	hair / down	251	ɑ⁵³mwe⁵⁵	/ʔ ɑ ⁵³ + m w e ⁵⁵	i n t + i m n t	/ʔ ɑ ⁵³ + m w e - - ⁵⁵	14991 5908
2066	Achang_Longchuan	hair / down	251	a³¹mui³¹	/ʔ a ³¹ + m ui ³¹	i n t + i n t	/ʔ a ³¹ + m - ui - - ³¹	14991 5908
3720	Xiandao	hair / down	251	mui³¹	m ui ³¹	i n t	m - ui - - ³¹	5908
5188	Atsi	hair / down	251	ʃŏ²¹mau⁵⁵	ʃ ŏ ²¹ + m a u ⁵⁵	i n t + i n N t	ʃ ŏ ²¹ + m - a u - ⁵⁵	14991 5908
6955	Maru	hair / down	251	ʃɔ̆³⁵muk⁵⁵	ʃ ɔ̆ ³⁵ + m u k ⁵⁵	i n t + i n c t	ʃ ɔ̆ ³⁵ + m - u - k ⁵⁵	14991 5908
8588	Bola	hair / down	251	ʃă³⁵mau³⁵	ʃ ă ³⁵ + m au ³⁵	i n t + i n t	ʃ ă ³⁵ + m - au - - ³⁵	14991 5908
10309	Lashi	hair / down	251	ʃŏ⁵⁵mou⁵⁵	ʃ ŏ ⁵⁵ + m ou ⁵⁵	i n t + i n t	ʃ ŏ ⁵⁵ + m - ou - - ⁵⁵	14991 5908
11666	Old_Burmese	hair / down	251	aʔ◦muyḥ	ʔ a ⁵³ + m u j ⁵⁵	i n t + i n c t	ʔ a ⁵³ + m - u - j ⁵⁵	14991 5908
#
786	Rangoon	half	783	tɑ⁵³wɛʔ⁴	t ɑ ⁵³ + /ʔ w ɛ ʔ ⁴	i n t + i m n c t	t ɑ ⁵³ + /ʔ w ɛ ʔ ⁴	7641 12085
2541	Achang_Longchuan	half	783	paʔ⁵⁵	p a ʔ ⁵⁵	i n c t	p a ʔ ⁵⁵	7635
4112	Xiandao	half	783	pan³¹	p a n ³¹	i n c t	p a n ³¹	7636
5714	Atsi	half	783	pan⁵⁵	p a n ⁵⁵	i n c t	p a n ⁵⁵	7636
7417	Maru	half	783	pan³⁵	p a n ³⁵	i n c t	p a n ³⁵	7636
9096	Bola	half	783	ŋa³¹ lauŋ⁵⁵	ŋ a ³¹ + l au ŋ ⁵⁵	i n t + i n c t	ŋ a ³¹ + l au ŋ ⁵⁵	7637 7638
11914	Old_Burmese	half	783	thak◦wak	th a k ⁴ + w a k ⁴	i n c t + i n c t	th a k ⁴ + w - a k ⁴	7639 12085
#
554	Rangoon	halter / bridle	552	mjĩ⁵⁵kɑ⁵³	m j ĩ ∼ ⁵⁵ + k ɑ ⁵³	i m n c t + i n t	m j ĩ ∼ ⁵⁵ + k ɑ ⁵³	8278 12341
2341	Achang_Longchuan	halter / bridle	552	m̥ʐaŋ³¹ku³¹luŋ³⁵	m̥ ʐ a ŋ ³¹ + k u ³¹ + l u ŋ ³⁵	i m n c t + i n t + i n c t	m̥ ʐ a ŋ ³¹ + k u ³¹ + l u ŋ ³⁵	8278 12341 7648
5484	Atsi	halter / bridle	552	luŋ²¹thuŋ⁵⁵	l u ŋ ²¹ + tʰ u ŋ ⁵⁵	i n c t + i n c t	l u ŋ ²¹ + tʰ u ŋ ⁵⁵	7648 7649
7221	Maru	halter / bridle	552	luŋ³¹thuŋ³⁵	l u ŋ ³¹ + th u ŋ ³⁵	i n c t + i n c t	l u ŋ ³¹ + th u ŋ ³⁵	7652 7648
8873	Bola	halter / bridle	552	mjɔ̃³¹luŋ³¹thuŋ³⁵	m j ɔ̃ ∼ ³¹ + l u ŋ ³¹ + th u ŋ ³⁵	i m n c t + i n c t + i n c t	m j ɔ̃ ∼ ³¹ + l u ŋ ³¹ + th u ŋ ³⁵	8278 7648 7650
10561	Lashi	halter / bridle	552	luŋ⁵⁵thuŋ⁵⁵	l u ŋ ⁵⁵ + th u ŋ ⁵⁵	i n c t + i n c t	l u ŋ ⁵⁵ + th u ŋ ⁵⁵	7648 7651
#
570	Rangoon	hammer	568	tu²²	t u ²²	i n t	t u ²²	7664
2353	Achang_Longchuan	hammer	568	ʂək⁵⁵phu⁵⁵	ʂ ə k ⁵⁵ + pʰ u ⁵⁵	i n c t + i n t	ʂ ə k ⁵⁵ + pʰ u ⁵⁵	7661 7662
3955	Xiandao	hammer	568	tʂhui³¹	tʂh ui ³¹	i n t	tʂh ui ³¹	7664
5499	Atsi	hammer	568	pat²¹tu⁵¹	p a t ²¹ + t u ⁵¹	i n c t + i n t	p a t ²¹ + t u ⁵¹	6069 7664
7233	Maru	hammer	568	pɛʔ³¹tau³¹	p ɛ ʔ ³¹ + t au ³¹	i n c t + i n t	p ɛ ʔ ³¹ + t au ³¹	6069 7664
8888	Bola	hammer	568	pɛʔ³¹tu⁵⁵	p ɛ ʔ ³¹ + t u ⁵⁵	i n c t + i n t	p ɛ ʔ ³¹ + t u ⁵⁵	6069 7664
10572	Lashi	hammer	568	pat³¹tu³¹	p a t ³¹ + t u ³¹	i n c t + i n t	p a t ³¹ + t u ³¹	6069 7664
#
1185	Rangoon	hammer in (a nail)	1179	soʔ⁴	s o ʔ ⁴	i n c t	s o ʔ ⁴	7676
2926	Achang_Longchuan	hammer in (a nail)	1179	tiŋ³⁵	t i ŋ ³⁵	i n c t	t i ŋ ³⁵	7674
4441	Xiandao	hammer in (a nail)	1179	tok³⁵	t o k ³⁵	i n c t	t o k ³⁵	7677
6119	Atsi	hammer in (a nail)	1179	tin⁵⁵	t i n ⁵⁵	i n c t	t i n ⁵⁵	7674
7784	Maru	hammer in (a nail)	1179	tin³⁵	t i n ³⁵	i n c t	t i n ³⁵	7674
9490	Bola	hammer in (a nail)	1179	tin³⁵	t i n ³⁵	i n c t	t i n ³⁵	7674
11097	Lashi	hammer in (a nail)	1179	paːt³¹tsu̱ʔ⁵⁵	p aː t ³¹ + ˀts u ʔ ⁵⁵	i n c t + i n c t	p aː t ³¹ + ˀts u ʔ ⁵⁵	7675 7676
#
105	Rangoon	hand	105	lɛʔ⁴	l ɛ ʔ ⁴	i n c t	l ɛ ʔ ⁴	6143
1929	Achang_Longchuan	hand	105	lɔʔ⁵⁵	l ɔ ʔ ⁵⁵	i n c t	l ɔ ʔ ⁵⁵	6143
3588	Xiandao	hand	105	lɔʔ⁵⁵n̥au³¹	l ɔ ʔ ⁵⁵ + n̥ au ³¹	i n c t + i n t	l ɔ ʔ ⁵⁵ + n̥ au ³¹	6143 7684
5041	Atsi	hand	105	loʔ²¹	l o ʔ ²¹	i n c t	l o ʔ ²¹	6143
6822	Maru	hand	105	lɔʔ³¹	l ɔ ʔ ³¹	i n c t	l ɔ ʔ ³¹	6143
8452	Bola	hand	105	laʔ³¹	l a ʔ ³¹	i n c t	l a ʔ ³¹	6143
10178	Lashi	hand	105	lɔʔ³¹	l ɔ ʔ ³¹	i n c t	l ɔ ʔ ³¹	6143
11667	Old_Burmese	hand	105	lak	l a k ⁴	i n c t	l a k ⁴	6143
#
1121	Rangoon	hand down (to posterity)	1117	ɑ⁵³mwe²²pe⁵⁵	/ʔ ɑ ⁵³ + m w e ²² + p e ⁵⁵	i n t + i m n t + i n t	/ʔ ɑ ⁵³ + m w e ²² + p e ⁵⁵	7697 7698 7699
2865	Achang_Longchuan	hand down (to posterity)	1117	tʂhuan³¹	tʂʰ ua n ³¹	i n c t	tʂʰ ua n ³¹	7693
6056	Atsi	hand down (to posterity)	1117	ju⁵¹la̱i²¹	/ʔ j u ⁵¹ + ˀl a i ²¹	i m n t + i n N t	/ʔ j u ⁵¹ + ˀl a i ²¹	7694 7695
9431	Bola	hand down (to posterity)	1117	kja̱³⁵	ˀk j a ³⁵	i m n t	ˀk j a ³⁵	7696
#
794	Rangoon	handful (of rice)	791	shoʔ⁴	sʰ o ʔ ⁴	i n c t	sʰ o ʔ ⁴	7702
2549	Achang_Longchuan	handful (of rice)	791	sup⁵⁵	s u p ⁵⁵	i n c t	s u p ⁵⁵	7701
4117	Xiandao	handful (of rice)	791	op⁵⁵	/ʔ o p ⁵⁵	i n c t	/ʔ o p ⁵⁵	7701
5722	Atsi	handful (of rice)	791	tsu̱p⁵⁵	ˀts u p ⁵⁵	i n c t	ˀts u p ⁵⁵	7701
7425	Maru	handful (of rice)	791	tsa̱p⁵⁵	ˀts a p ⁵⁵	i n c t	ˀts a p ⁵⁵	7701
9104	Bola	handful (of rice)	791	tsa̱p⁵⁵	ˀts a p ⁵⁵	i n c t	ˀts a p ⁵⁵	7701
10755	Lashi	handful (of rice)	791	tsɔ̱p⁵⁵	ˀts ɔ p ⁵⁵	i n c t	ˀts ɔ p ⁵⁵	7701
#
517	Rangoon	handle (of a knife)	515	dɑ⁵⁵lɛʔ⁴kɑ̃i²²	d ɑ ⁵⁵ + l ɛ ʔ ⁴ + k ɑ̃ i ∼ ²²	i n t + i n c t + i n N c t	d ɑ ⁵⁵ + l ɛ ʔ ⁴ + k ɑ̃ i ∼ ²²	7713 7714 7715
2303	Achang_Longchuan	handle (of a knife)	515	a³¹suʔ⁵⁵	/ʔ a ³¹ + s u ʔ ⁵⁵	i n t + i n c t	/ʔ a ³¹ + s u ʔ ⁵⁵	5331 7710
3919	Xiandao	handle (of a knife)	515	mʐau³¹suʔ³⁵	mʐ au ³¹ + s u ʔ ³⁵	i n t + i n c t	mʐ au ³¹ + s u ʔ ³⁵	7716 7710
5447	Atsi	handle (of a knife)	515	tuŋ⁵¹khuʔ⁵⁵	t u ŋ ⁵¹ + kʰ u ʔ ⁵⁵	i n c t + i n c t	t u ŋ ⁵¹ + kʰ u ʔ ⁵⁵	7711 7710
7183	Maru	handle (of a knife)	515	tsa̱uk⁵⁵	ˀts au k ⁵⁵	i n c t	ˀts au k ⁵⁵	7710
8835	Bola	handle (of a knife)	515	a³¹tsa̱uʔ⁵⁵	/ʔ a ³¹ + ˀts au ʔ ⁵⁵	i n t + i n c t	/ʔ a ³¹ + ˀts au ʔ ⁵⁵	5331 7710
10528	Lashi	handle (of a knife)	515	ʃa̱m³³	ˀʃ a m ³³	i n c t	ˀʃ a m ³³	7712
#
1180	Rangoon	hang	1175	tɕheʔ⁴	tɕʰ e ʔ ⁴	i n c t	tɕʰ e ʔ ⁴	7726
2921	Achang_Longchuan	hang	1175	xuai³¹	x uai ³¹	i n t	x uai ³¹	7723
4436	Xiandao	hang	1175	chɛŋ³¹	ch ɛ ŋ ³¹	i n c t	ch ɛ ŋ ³¹	7727
6114	Atsi	hang	1175	la̱ŋ²¹	ˀl a ŋ ²¹	i n c t	ˀl a ŋ ²¹	7724
7780	Maru	hang	1175	tɔ̱i³⁵lɔ̱̃³¹	ˀt ɔi ³⁵ + ˀl ɔ̃ ∼ ³¹	i n t + i n c t	ˀt ɔi ³⁵ + ˀl ɔ̃ ∼ ³¹	16201 7724
9485	Bola	hang	1175	tu̱i³¹lɔ̱̃³¹	ˀt ui ³¹ + ˀl ɔ̃ ∼ ³¹	i n t + i n c t	ˀt ui ³¹ + ˀl ɔ̃ ∼ ³¹	16201 7724
11092	Lashi	hang	1175	la̱ːŋ⁵⁵	ˀl aː ŋ ⁵⁵	i n c t	ˀl aː ŋ ⁵⁵	7724
#
1258	Rangoon	hang (on the wall)	1251	tɕheʔ⁴	tɕʰ e ʔ ⁴	i n c t	tɕʰ e ʔ ⁴	7735
2992	Achang_Longchuan	hang (on the wall)	1251	xuai³¹	x uai ³¹	i n t	x uai ³¹	7733
4501	Xiandao	hang (on the wall)	1251	chɛŋ³¹	ch ɛ ŋ ³¹	i n c t	ch ɛ ŋ ³¹	7736
6191	Atsi	hang (on the wall)	1251	la̱ŋ²¹	ˀl a ŋ ²¹	i n c t	ˀl a ŋ ²¹	7734
7848	Maru	hang (on the wall)	1251	lɔ̱̃³⁵	ˀl ɔ̃ ∼ ³⁵	i n c t	ˀl ɔ̃ ∼ ³⁵	7734
9557	Bola	hang (on the wall)	1251	lɔ̱̃³⁵	ˀl ɔ̃ ∼ ³⁵	i n c t	ˀl ɔ̃ ∼ ³⁵	7734
11155	Lashi	hang (on the wall)	1251	la̱ːŋ⁵⁵	ˀl aː ŋ ⁵⁵	i n c t	ˀl aː ŋ ⁵⁵	7734
#
1616	Rangoon	hang down / droop	1601	twɛ⁵⁵lɑ̃u⁵⁵tɕɑ⁵³	t w ɛ ⁵⁵ + l ɑ̃ u ∼ ⁵⁵ + tɕ ɑ ⁵³	i m n t + i n N c t + i n t	t w ɛ ⁵⁵ + l ɑ̃ u ∼ ⁵⁵ + tɕ ɑ ⁵³	7744 10019 7745
4793	Xiandao	hang down / droop	1601	ŋum³⁵	ŋ u m ³⁵	i n c t	ŋ u m ³⁵	7741
6551	Atsi	hang down / droop	1601	ŋum²¹	ŋ u m ²¹	i n c t	ŋ u m ²¹	7741
8185	Maru	hang down / droop	1601	ŋa̱n³⁵	ˀŋ a n ³⁵	i n c t	ˀŋ a n ³⁵	7741
9912	Bola	hang down / droop	1601	ŋa̱uʔ⁵⁵lɔ̱̃³⁵	ˀŋ au ʔ ⁵⁵ + ˀl ɔ̃ ∼ ³⁵	i n c t + i n c t	ˀŋ au ʔ ⁵⁵ + ˀl ɔ̃ - ∼ ³⁵	7742 10019
11465	Lashi	hang down / droop	1601	ŋu̱ːn⁵⁵	ˀŋ uː n ⁵⁵	i n c t	ˀŋ uː n ⁵⁵	7741
#
1023	Rangoon	happy / excited	1019	wũ⁵⁵tθɑ²²	/ʔ w ũ ∼ ⁵⁵ + tθ ɑ ²²	i m n c t + i n t	/ʔ w ũ ∼ ⁵⁵ + tθ ɑ ²²	7754 7755
2778	Achang_Longchuan	happy / excited	1019	se⁵⁵	s e ⁵⁵	i n t	s e ⁵⁵	7245
4320	Xiandao	happy / excited	1019	sɛ⁵⁵	s ɛ ⁵⁵	i n t	s ɛ ⁵⁵	7245
5957	Atsi	happy / excited	1019	kĕ²¹pu⁵⁵	k ĕ ²¹ + p u ⁵⁵	i n t + i n t	k ĕ ²¹ + p u ⁵⁵	357 7753
7643	Maru	happy / excited	1019	kə̆³¹pu⁵⁵	k ə̆ ³¹ + p u ⁵⁵	i n t + i n t	k ə̆ ³¹ + p u ⁵⁵	357 7753
9335	Bola	happy / excited	1019	kə̆³¹pu³⁵	k ə̆ ³¹ + p u ³⁵	i n t + i n t	k ə̆ ³¹ + p u ³⁵	357 7753
#
946	Rangoon	hard	942	mɑ²²	m ɑ ²²	i n t	m ɑ ²²	4840
2703	Achang_Longchuan	hard	942	kʐak⁵⁵	k ʐ a k ⁵⁵	i m n c t	k ʐ a k ⁵⁵	7762
4257	Xiandao	hard	942	kʐak⁵⁵	kʐ a k ⁵⁵	i n c t	kʐ - a k ⁵⁵	7762
5878	Atsi	hard	942	than⁵¹	tʰ a n ⁵¹	i n c t	tʰ a n ⁵¹	7763
7574	Maru	hard	942	ɣɔ̃³¹	ɣ ɔ̃ ∼ ³¹	i n c t	ɣ - ɔ̃ ∼ ³¹	7764
9258	Bola	hard	942	ɣɔ̃⁵⁵	ɣ ɔ̃ ∼ ⁵⁵	i n c t	ɣ - ɔ̃ ∼ ⁵⁵	7764
10900	Lashi	hard	942	kju̱ːŋ³³	ˀk j uː ŋ ³³	i m n c t	ˀk j uː ŋ ³³	7764
11808	Old_Burmese	hard	942	ma	m a ²²	i n t	m a ²²	4840
#
1002	Rangoon	hard / laborious	998	pĩ²²pɑ̃⁵⁵	p ĩ ∼ ²² + p ɑ̃ ∼ ⁵⁵	i n c t + i n c t	p ĩ ∼ ²² + p ɑ̃ ∼ ⁵⁵	7773 7774
2758	Achang_Longchuan	hard / laborious	998	muai³¹	m uai ³¹	i n t	m - uai - - ³¹	7771
4312	Xiandao	hard / laborious	998	moi³¹	m oi ³¹	i n t	m - oi - - ³¹	7771
5935	Atsi	hard / laborious	998	moi²¹	m o i ²¹	i n N t	m - o i - ²¹	7771
7628	Maru	hard / laborious	998	mjauŋ³⁵	m j au ŋ ³⁵	i m n c t	m j au - ŋ ³⁵	7771
9314	Bola	hard / laborious	998	khɔ̃³⁵	kh ɔ̃ ∼ ³⁵	i n c t	kh ɔ̃ ∼ ³⁵	7772
10948	Lashi	hard / laborious	998	mjɔːŋ³³	m j ɔː ŋ ³³	i m n c t	m j ɔː - ŋ ³³	7771
#
1021	Rangoon	hardworking / exerting oneself	1017	tɕo⁵⁵sɑ⁵⁵	tɕ o ⁵⁵ + s ɑ ⁵⁵	i n t + i n t	tɕ o ⁵⁵ + s ɑ ⁵⁵	7784 7780
2776	Achang_Longchuan	hardworking / exerting oneself	1017	sai⁵⁵tʂai⁵⁵	s ai ⁵⁵ + tʂ ai ⁵⁵	i n t + i n t	s ai ⁵⁵ + tʂ ai ⁵⁵	7780 7781
5955	Atsi	hardworking / exerting oneself	1017	ʃv̩²¹ku̱t²¹	ʃ v̩ ²¹ + ˀk u t ²¹	i n c + i n c t	ʃ v̩ ²¹ + ˀk u t ²¹	7782 7783
7641	Maru	hardworking / exerting oneself	1017	ʃə̆³¹ku̱t³¹	ʃ ə̆ ³¹ + ˀk u t ³¹	i n t + i n c t	ʃ ə̆ ³¹ + ˀk u t ³¹	7780 7783
9333	Bola	hardworking / exerting oneself	1017	ʃə̆³¹kut³¹	ʃ ə̆ ³¹ + k u t ³¹	i n t + i n c t	ʃ ə̆ ³¹ + k u t ³¹	7780 7783
